Iteracion,Error
1858,0.00308121
1859,0.00304992
1860,0.00305486
1861,0.00305188
1862,0.00298937
1863,0.00300382
1864,0.0030061
1865,0.00296564
1866,0.00294946
1867,0.00295082
1868,0.00292148
1869,0.00291627
1870,0.00289537
1871,0.00287275
1872,0.00288294
1873,0.0028555
1874,0.00281415
1875,0.00283524
1876,0.00281759
1877,0.00278085
1878,0.00279054
1879,0.0027703
1880,0.00274981
1881,0.00274845
1882,0.0027166
1883,0.00271748
1884,0.00271584
1885,0.00267436
1886,0.00266717
1887,0.00267505
1888,0.00263575
1889,0.00263095
1890,0.00263269
1891,0.00260215
1892,0.0026016
1893,0.0025862
1894,0.00256405
1895,0.00257688
1896,0.00255507
1897,0.00253549
1898,0.00254867
1899,0.00251774
1900,0.00250903
1901,0.0025134
1902,0.00248631
1903,0.00248305
1904,0.00248041
1905,0.00244893
1906,0.00245169
1907,0.00244655
1908,0.00242427
1909,0.00242881
1910,0.00241365
1911,0.00239779
1912,0.00240393
1913,0.0023791
1914,0.00237608
1915,0.00238466
1916,0.00235325
1917,0.00235374
1918,0.0023516
1919,0.00233105
1920,0.00233248
1921,0.0023209
1922,0.00231057
1923,0.00231539
1924,0.00228493
1925,0.00228738
1926,0.00229179
1927,0.0022669
1928,0.00226641
1929,0.00226886
1930,0.00225121
1931,0.00224861
1932,0.00223874
1933,0.00224025
1934,0.00224136
1935,0.00221797
1936,0.00222911
1937,0.00222895
1938,0.00220402
1939,0.00221384
1940,0.00221556
1941,0.00220257
1942,0.00220406
1943,0.00219439
1944,0.00220123
1945,0.00219466
1946,0.00217998
1947,0.00220105
1948,0.00219045
1949,0.0021734
1950,0.00218965
1951,0.00218213
1952,0.0021781
1953,0.00218092
1954,0.00217829
1955,0.00218538
1956,0.00217249
1957,0.00217195
1958,0.00218794
1959,0.00217393
1960,0.00217645
1961,0.00218457
1962,0.00217879
1963,0.00218025
1964,0.00217616
1965,0.00218726
1966,0.00219147
1967,0.00217542
1968,0.00219639
1969,0.00219646
1970,0.00218469
1971,0.0022053
1972,0.00220886
1973,0.00220788
1974,0.00221955
1975,0.00221745
1976,0.0022372
1977,0.00222987
1978,0.00223696
1979,0.00225921
1980,0.00224038
1981,0.00224742
1982,0.00225637
1983,0.0022425
1984,0.00225188
1985,0.00224466
1986,0.00224416
1987,0.00224612
1988,0.00221997
1989,0.00223576
1990,0.00221923
1991,0.00220324
1992,0.00221175
1993,0.00219297
1994,0.0021935
1995,0.00219771
1996,0.00219694
1997,0.00222695
1998,0.00222698
1999,0.00225131
